,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Sales
110066,545667,22726,ALARM CLOCK BAKELIKE GREEN,1,3/4/2011 16:07,7.46,,United Kingdom,7.46
110151,545676,22192,BLUE DINER WALL CLOCK,2,3/6/2011 10:26,8.5,15034.0,United Kingdom,17.0
110152,545676,22193,RED DINER WALL CLOCK,2,3/6/2011 10:26,8.5,15034.0,United Kingdom,17.0
110299,545683,22727,ALARM CLOCK BAKELIKE RED ,2,3/6/2011 11:50,3.75,14903.0,United Kingdom,7.5
110300,545683,22726,ALARM CLOCK BAKELIKE GREEN,2,3/6/2011 11:50,3.75,14903.0,United Kingdom,7.5
110301,545683,22728,ALARM CLOCK BAKELIKE PINK,2,3/6/2011 11:50,3.75,14903.0,United Kingdom,7.5
110302,545683,22730,ALARM CLOCK BAKELIKE IVORY,2,3/6/2011 11:50,3.75,14903.0,United Kingdom,7.5
110337,545684,22729,ALARM CLOCK BAKELIKE ORANGE,8,3/6/2011 11:52,3.75,15606.0,United Kingdom,30.0
110499,545688,22192,BLUE DINER WALL CLOCK,1,3/6/2011 12:42,8.5,16033.0,United Kingdom,8.5
110501,545688,22193,RED DINER WALL CLOCK,3,3/6/2011 12:42,8.5,16033.0,United Kingdom,25.5
110503,545688,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,3/6/2011 12:42,3.75,16033.0,United Kingdom,15.0
110504,545688,22729,ALARM CLOCK BAKELIKE ORANGE,2,3/6/2011 12:42,3.75,16033.0,United Kingdom,7.5
110505,545688,22727,ALARM CLOCK BAKELIKE RED ,4,3/6/2011 12:42,3.75,16033.0,United Kingdom,15.0
110506,545688,22730,ALARM CLOCK BAKELIKE IVORY,4,3/6/2011 12:42,3.75,16033.0,United Kingdom,15.0
110507,545688,22726,ALARM CLOCK BAKELIKE GREEN,4,3/6/2011 12:42,3.75,16033.0,United Kingdom,15.0
110744,545695,22193,RED DINER WALL CLOCK,1,3/6/2011 14:15,8.5,17050.0,United Kingdom,8.5
110921,545701,22726,ALARM CLOCK BAKELIKE GREEN,1,3/6/2011 15:17,3.75,17107.0,United Kingdom,3.75
110956,545702,22727,ALARM CLOCK BAKELIKE RED ,1,3/6/2011 15:21,3.75,14247.0,United Kingdom,3.75
110957,545702,22728,ALARM CLOCK BAKELIKE PINK,1,3/6/2011 15:21,3.75,14247.0,United Kingdom,3.75
110987,545705,22726,ALARM CLOCK BAKELIKE GREEN,4,3/7/2011 9:00,3.75,15554.0,United Kingdom,15.0
110988,545705,22727,ALARM CLOCK BAKELIKE RED ,4,3/7/2011 9:00,3.75,15554.0,United Kingdom,15.0
111048,545712,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,3/7/2011 9:52,3.75,18280.0,United Kingdom,15.0
111049,545712,22727,ALARM CLOCK BAKELIKE RED ,4,3/7/2011 9:52,3.75,18280.0,United Kingdom,15.0
111128,545713,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,3/7/2011 10:11,8.29,,United Kingdom,8.29
111129,545713,22726,ALARM CLOCK BAKELIKE GREEN,8,3/7/2011 10:11,8.29,,United Kingdom,66.32
111130,545713,22727,ALARM CLOCK BAKELIKE RED ,4,3/7/2011 10:11,8.29,,United Kingdom,33.16
111131,545713,22728,ALARM CLOCK BAKELIKE PINK,2,3/7/2011 10:11,8.29,,United Kingdom,16.58
111132,545713,22729,ALARM CLOCK BAKELIKE ORANGE,1,3/7/2011 10:11,8.29,,United Kingdom,8.29
111271,545716,22191,IVORY DINER WALL CLOCK,1,3/7/2011 10:15,16.63,,United Kingdom,16.63
111570,545764,22191,IVORY DINER WALL CLOCK,1,3/7/2011 12:00,8.5,13408.0,United Kingdom,8.5
111608,545797,22193,RED DINER WALL CLOCK,1,3/7/2011 12:17,8.5,16225.0,United Kingdom,8.5
111642,545812,22728,ALARM CLOCK BAKELIKE PINK,4,3/7/2011 12:26,3.75,14214.0,United Kingdom,15.0
111904,545842,22193,RED DINER WALL CLOCK,2,3/7/2011 13:37,8.5,15498.0,United Kingdom,17.0
111905,545842,22192,BLUE DINER WALL CLOCK,2,3/7/2011 13:37,8.5,15498.0,United Kingdom,17.0
111906,545842,22191,IVORY DINER WALL CLOCK,2,3/7/2011 13:37,8.5,15498.0,United Kingdom,17.0
112220,545883,85163A,WHITE BAROQUE WALL CLOCK ,1,3/7/2011 15:40,12.75,15974.0,United Kingdom,12.75
112221,545883,85163B,BLACK BAROQUE WALL CLOCK ,1,3/7/2011 15:40,12.75,15974.0,United Kingdom,12.75
112394,545895,22728,ALARM CLOCK BAKELIKE PINK,1,3/7/2011 17:14,7.46,,United Kingdom,7.46
112629,545897,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,3/7/2011 17:22,7.46,,United Kingdom,7.46
112630,545897,22729,ALARM CLOCK BAKELIKE ORANGE,1,3/7/2011 17:22,7.46,,United Kingdom,7.46
112656,545897,23180,MUM'S KITCHEN CLOCK,1,3/7/2011 17:22,9.96,,United Kingdom,9.96
112767,545899,22193,RED DINER WALL CLOCK,1,3/7/2011 17:30,8.5,17817.0,United Kingdom,8.5
112795,545901,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,3/7/2011 17:52,3.75,15834.0,United Kingdom,3.75
112796,545901,22729,ALARM CLOCK BAKELIKE ORANGE,1,3/7/2011 17:52,3.75,15834.0,United Kingdom,3.75
112877,545901,22193,RED DINER WALL CLOCK,1,3/7/2011 17:52,8.5,15834.0,United Kingdom,8.5
112922,545901,22726,ALARM CLOCK BAKELIKE GREEN,1,3/7/2011 17:52,3.75,15834.0,United Kingdom,3.75
112923,545901,22727,ALARM CLOCK BAKELIKE RED ,1,3/7/2011 17:52,3.75,15834.0,United Kingdom,3.75
112966,545906,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,3/8/2011 9:23,8.25,15764.0,United Kingdom,16.5
112967,545906,22192,BLUE DINER WALL CLOCK,2,3/8/2011 9:23,8.5,15764.0,United Kingdom,17.0
112968,545906,22191,IVORY DINER WALL CLOCK,2,3/8/2011 9:23,8.5,15764.0,United Kingdom,17.0
112970,545906,22726,ALARM CLOCK BAKELIKE GREEN,4,3/8/2011 9:23,3.75,15764.0,United Kingdom,15.0
112971,545906,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,3/8/2011 9:23,3.75,15764.0,United Kingdom,15.0
112972,545906,22729,ALARM CLOCK BAKELIKE ORANGE,4,3/8/2011 9:23,3.75,15764.0,United Kingdom,15.0
113319,545937,23179,CLOCK MAGNET MUM'S KITCHEN,6,3/8/2011 12:05,2.89,12758.0,Portugal,17.34
113321,545937,23178,JAM CLOCK MAGNET,6,3/8/2011 12:05,2.89,12758.0,Portugal,17.34
113341,545945,22726,ALARM CLOCK BAKELIKE GREEN,2,3/8/2011 12:07,3.75,16710.0,United Kingdom,7.5
113342,545945,22727,ALARM CLOCK BAKELIKE RED ,2,3/8/2011 12:07,3.75,16710.0,United Kingdom,7.5
113362,545978,22192,BLUE DINER WALL CLOCK,1,3/8/2011 12:19,8.5,13975.0,United Kingdom,8.5
113409,545978,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,3/8/2011 12:19,3.75,13975.0,United Kingdom,3.75
113410,545978,22729,ALARM CLOCK BAKELIKE ORANGE,1,3/8/2011 12:19,3.75,13975.0,United Kingdom,3.75
113411,545978,22726,ALARM CLOCK BAKELIKE GREEN,2,3/8/2011 12:19,3.75,13975.0,United Kingdom,7.5
113412,545978,22727,ALARM CLOCK BAKELIKE RED ,2,3/8/2011 12:19,3.75,13975.0,United Kingdom,7.5
113416,545978,22728,ALARM CLOCK BAKELIKE PINK,3,3/8/2011 12:19,3.75,13975.0,United Kingdom,11.25
114458,546013,22192,BLUE DINER WALL CLOCK,1,3/8/2011 16:38,8.5,16495.0,United Kingdom,8.5
114585,546028,23180,MUM'S KITCHEN CLOCK,4,3/9/2011 8:33,4.95,17049.0,United Kingdom,19.8
114586,546028,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,3/9/2011 8:33,8.25,17049.0,United Kingdom,16.5
114587,546028,22193,RED DINER WALL CLOCK,2,3/9/2011 8:33,8.5,17049.0,United Kingdom,17.0
114588,546028,23179,CLOCK MAGNET MUM'S KITCHEN,6,3/9/2011 8:33,2.89,17049.0,United Kingdom,17.34
114624,546031,22728,ALARM CLOCK BAKELIKE PINK,4,3/9/2011 9:11,3.75,13267.0,United Kingdom,15.0
114625,546031,22726,ALARM CLOCK BAKELIKE GREEN,4,3/9/2011 9:11,3.75,13267.0,United Kingdom,15.0
114862,546091,22193,RED DINER WALL CLOCK,2,3/9/2011 11:53,8.5,14936.0,Channel Islands,17.0
114863,546091,22192,BLUE DINER WALL CLOCK,2,3/9/2011 11:53,8.5,14936.0,Channel Islands,17.0
114864,546091,22191,IVORY DINER WALL CLOCK,2,3/9/2011 11:53,8.5,14936.0,Channel Islands,17.0
115035,546104,22193,RED DINER WALL CLOCK,1,3/9/2011 12:19,8.5,14527.0,United Kingdom,8.5
115334,546117,23180,MUM'S KITCHEN CLOCK,2,3/9/2011 13:56,4.95,16771.0,United Kingdom,9.9
115335,546117,23178,JAM CLOCK MAGNET,4,3/9/2011 13:56,2.89,16771.0,United Kingdom,11.56
115392,546118,22191,IVORY DINER WALL CLOCK,2,3/9/2011 14:14,8.5,13078.0,United Kingdom,17.0
115393,546118,22192,BLUE DINER WALL CLOCK,2,3/9/2011 14:14,8.5,13078.0,United Kingdom,17.0
115394,546118,22194,BLACK DINER WALL CLOCK,2,3/9/2011 14:14,8.5,13078.0,United Kingdom,17.0
115415,546118,23181,BULL DOG BOTTLE TOP WALL CLOCK,8,3/9/2011 14:14,7.5,13078.0,United Kingdom,60.0
115683,546136,22727,ALARM CLOCK BAKELIKE RED ,1,3/9/2011 16:32,7.46,,United Kingdom,7.46
115684,546136,22728,ALARM CLOCK BAKELIKE PINK,3,3/9/2011 16:32,7.46,,United Kingdom,22.38
115855,546156,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,3/10/2011 8:31,3.75,14297.0,United Kingdom,15.0
115856,546156,22726,ALARM CLOCK BAKELIKE GREEN,4,3/10/2011 8:31,3.75,14297.0,United Kingdom,15.0
115857,546156,22727,ALARM CLOCK BAKELIKE RED ,4,3/10/2011 8:31,3.75,14297.0,United Kingdom,15.0
115949,546165,22191,IVORY DINER WALL CLOCK,2,3/10/2011 10:08,8.5,18183.0,United Kingdom,17.0
116042,546189,22191,IVORY DINER WALL CLOCK,2,3/10/2011 10:56,8.5,13102.0,United Kingdom,17.0
116043,546189,22192,BLUE DINER WALL CLOCK,2,3/10/2011 10:56,8.5,13102.0,United Kingdom,17.0
116044,546189,22193,RED DINER WALL CLOCK,2,3/10/2011 10:56,8.5,13102.0,United Kingdom,17.0
116094,546212,22728,ALARM CLOCK BAKELIKE PINK,30,3/10/2011 11:33,3.75,14156.0,EIRE,112.5
116095,546212,22727,ALARM CLOCK BAKELIKE RED ,30,3/10/2011 11:33,3.75,14156.0,EIRE,112.5
116338,546237,23179,CLOCK MAGNET MUM'S KITCHEN,6,3/10/2011 12:50,2.89,16625.0,United Kingdom,17.34
116339,546237,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,3/10/2011 12:50,8.25,16625.0,United Kingdom,16.5
116692,546301,23178,JAM CLOCK MAGNET,6,3/10/2011 15:21,2.89,16778.0,United Kingdom,17.34
116744,546305,22726,ALARM CLOCK BAKELIKE GREEN,1,3/10/2011 16:16,3.75,14056.0,United Kingdom,3.75
116745,546305,22728,ALARM CLOCK BAKELIKE PINK,1,3/10/2011 16:16,3.75,14056.0,United Kingdom,3.75
116746,546305,22727,ALARM CLOCK BAKELIKE RED ,1,3/10/2011 16:16,3.75,14056.0,United Kingdom,3.75
116747,546305,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,3/10/2011 16:16,3.75,14056.0,United Kingdom,3.75
116750,546305,22191,IVORY DINER WALL CLOCK,1,3/10/2011 16:16,8.5,14056.0,United Kingdom,8.5
116831,546306,22727,ALARM CLOCK BAKELIKE RED ,1,3/10/2011 16:16,7.46,,United Kingdom,7.46
116832,546306,22728,ALARM CLOCK BAKELIKE PINK,1,3/10/2011 16:16,7.46,,United Kingdom,7.46
117193,546367,22730,ALARM CLOCK BAKELIKE IVORY,4,3/11/2011 11:38,3.75,15513.0,United Kingdom,15.0
117194,546367,22727,ALARM CLOCK BAKELIKE RED ,4,3/11/2011 11:38,3.75,15513.0,United Kingdom,15.0
117246,546373,22729,ALARM CLOCK BAKELIKE ORANGE,4,3/11/2011 12:00,3.75,12583.0,France,15.0
117384,546385,22726,ALARM CLOCK BAKELIKE GREEN,4,3/11/2011 13:13,3.75,16652.0,United Kingdom,15.0
117385,546385,22728,ALARM CLOCK BAKELIKE PINK,4,3/11/2011 13:13,3.75,16652.0,United Kingdom,15.0
117386,546385,22730,ALARM CLOCK BAKELIKE IVORY,4,3/11/2011 13:13,3.75,16652.0,United Kingdom,15.0
117387,546385,22727,ALARM CLOCK BAKELIKE RED ,4,3/11/2011 13:13,3.75,16652.0,United Kingdom,15.0
117482,546388,22726,ALARM CLOCK BAKELIKE GREEN,2,3/11/2011 13:42,8.29,,United Kingdom,16.58
117483,546388,22727,ALARM CLOCK BAKELIKE RED ,1,3/11/2011 13:42,8.29,,United Kingdom,8.29
117685,546398,22191,IVORY DINER WALL CLOCK,4,3/11/2011 14:52,8.5,13043.0,United Kingdom,34.0
117686,546398,22192,BLUE DINER WALL CLOCK,2,3/11/2011 14:52,8.5,13043.0,United Kingdom,17.0
117687,546398,22193,RED DINER WALL CLOCK,2,3/11/2011 14:52,8.5,13043.0,United Kingdom,17.0
118581,546438,22193,RED DINER WALL CLOCK,12,3/14/2011 9:59,7.65,15125.0,United Kingdom,91.80000000000001
118582,546438,22191,IVORY DINER WALL CLOCK,12,3/14/2011 9:59,7.65,15125.0,United Kingdom,91.80000000000001
118999,546510,23180,MUM'S KITCHEN CLOCK,4,3/14/2011 12:17,4.95,16353.0,United Kingdom,19.8
119000,546510,23179,CLOCK MAGNET MUM'S KITCHEN,6,3/14/2011 12:17,2.89,16353.0,United Kingdom,17.34
119057,546522,22726,ALARM CLOCK BAKELIKE GREEN,4,3/14/2011 12:41,3.75,13319.0,United Kingdom,15.0
119058,546522,22727,ALARM CLOCK BAKELIKE RED ,4,3/14/2011 12:41,3.75,13319.0,United Kingdom,15.0
119089,546525,22193,RED DINER WALL CLOCK,2,3/14/2011 12:58,8.5,14733.0,United Kingdom,17.0
119090,546525,22191,IVORY DINER WALL CLOCK,2,3/14/2011 12:58,8.5,14733.0,United Kingdom,17.0
119323,546541,22191,IVORY DINER WALL CLOCK,2,3/14/2011 15:11,8.5,14911.0,EIRE,17.0
119489,546544,22729,ALARM CLOCK BAKELIKE ORANGE,6,3/14/2011 15:41,3.75,16570.0,United Kingdom,22.5
119604,546555,22726,ALARM CLOCK BAKELIKE GREEN,8,3/15/2011 9:22,3.75,17675.0,United Kingdom,30.0
119606,546555,22192,BLUE DINER WALL CLOCK,2,3/15/2011 9:22,8.5,17675.0,United Kingdom,17.0
119614,546555,22193,RED DINER WALL CLOCK,2,3/15/2011 9:22,8.5,17675.0,United Kingdom,17.0
119867,546634,22728,ALARM CLOCK BAKELIKE PINK,1,3/15/2011 12:10,3.75,14527.0,United Kingdom,3.75
119870,546634,22193,RED DINER WALL CLOCK,1,3/15/2011 12:10,8.5,14527.0,United Kingdom,8.5
119996,546640,22727,ALARM CLOCK BAKELIKE RED ,8,3/15/2011 12:56,3.75,14092.0,United Kingdom,30.0
119997,546640,22726,ALARM CLOCK BAKELIKE GREEN,8,3/15/2011 12:56,3.75,14092.0,United Kingdom,30.0
120156,546648,22726,ALARM CLOCK BAKELIKE GREEN,2,3/15/2011 14:15,8.29,,United Kingdom,16.58
120157,546648,22727,ALARM CLOCK BAKELIKE RED ,1,3/15/2011 14:15,8.29,,United Kingdom,8.29
120158,546648,22729,ALARM CLOCK BAKELIKE ORANGE,2,3/15/2011 14:15,8.29,,United Kingdom,16.58
120245,546650,22193,RED DINER WALL CLOCK,1,3/15/2011 14:17,16.63,,United Kingdom,16.63
120562,546660,22193,RED DINER WALL CLOCK,6,3/15/2011 14:32,8.5,14156.0,EIRE,51.0
120563,546660,22191,IVORY DINER WALL CLOCK,6,3/15/2011 14:32,8.5,14156.0,EIRE,51.0
120606,546667,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,3/15/2011 15:31,3.75,14735.0,United Kingdom,15.0
120607,546667,22729,ALARM CLOCK BAKELIKE ORANGE,4,3/15/2011 15:31,3.75,14735.0,United Kingdom,15.0
120608,546667,22728,ALARM CLOCK BAKELIKE PINK,4,3/15/2011 15:31,3.75,14735.0,United Kingdom,15.0
120609,546667,22726,ALARM CLOCK BAKELIKE GREEN,4,3/15/2011 15:31,3.75,14735.0,United Kingdom,15.0
120616,546667,22730,ALARM CLOCK BAKELIKE IVORY,4,3/15/2011 15:31,3.75,14735.0,United Kingdom,15.0
120689,546670,23180,MUM'S KITCHEN CLOCK,2,3/15/2011 15:37,4.95,13451.0,United Kingdom,9.9
120758,546670,23178,JAM CLOCK MAGNET,3,3/15/2011 15:37,2.89,13451.0,United Kingdom,8.67
120856,546681,22727,ALARM CLOCK BAKELIKE RED ,4,3/16/2011 8:29,3.75,16297.0,United Kingdom,15.0
120867,546681,22191,IVORY DINER WALL CLOCK,2,3/16/2011 8:29,8.5,16297.0,United Kingdom,17.0
120880,546682,22191,IVORY DINER WALL CLOCK,2,3/16/2011 8:31,8.5,12994.0,United Kingdom,17.0
120917,546684,22193,RED DINER WALL CLOCK,2,3/16/2011 9:47,8.5,16152.0,United Kingdom,17.0
120918,546684,22192,BLUE DINER WALL CLOCK,2,3/16/2011 9:47,8.5,16152.0,United Kingdom,17.0
120919,546684,22191,IVORY DINER WALL CLOCK,2,3/16/2011 9:47,8.5,16152.0,United Kingdom,17.0
121037,546729,23181,BULL DOG BOTTLE TOP WALL CLOCK,4,3/16/2011 11:36,8.25,18231.0,United Kingdom,33.0
121335,546755,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,3/16/2011 13:29,3.75,12502.0,Spain,15.0
121336,546755,22727,ALARM CLOCK BAKELIKE RED ,4,3/16/2011 13:29,3.75,12502.0,Spain,15.0
121337,546755,22728,ALARM CLOCK BAKELIKE PINK,4,3/16/2011 13:29,3.75,12502.0,Spain,15.0
121399,546760,22728,ALARM CLOCK BAKELIKE PINK,4,3/16/2011 14:00,3.75,12597.0,Spain,15.0
121527,546770,23178,JAM CLOCK MAGNET,6,3/16/2011 15:17,2.89,12523.0,France,17.34
121955,546837,22192,BLUE DINER WALL CLOCK,2,3/17/2011 12:37,8.5,13650.0,United Kingdom,17.0
121956,546837,22193,RED DINER WALL CLOCK,2,3/17/2011 12:37,8.5,13650.0,United Kingdom,17.0
122423,546871,23178,JAM CLOCK MAGNET,6,3/17/2011 16:10,2.89,16746.0,United Kingdom,17.34
122424,546871,23179,CLOCK MAGNET MUM'S KITCHEN,6,3/17/2011 16:10,2.89,16746.0,United Kingdom,17.34
122630,546884,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,3/17/2011 18:08,7.46,,United Kingdom,7.46
123252,546892,22728,ALARM CLOCK BAKELIKE PINK,1,3/17/2011 18:20,7.46,,United Kingdom,7.46
123253,546892,22730,ALARM CLOCK BAKELIKE IVORY,1,3/17/2011 18:20,7.46,,United Kingdom,7.46
123357,546896,84660C,PINK STITCHED WALL CLOCK,2,3/17/2011 18:24,7.46,,United Kingdom,14.92
123610,546908,22730,ALARM CLOCK BAKELIKE IVORY,4,3/17/2011 18:59,3.75,15648.0,United Kingdom,15.0
123611,546908,22727,ALARM CLOCK BAKELIKE RED ,4,3/17/2011 18:59,3.75,15648.0,United Kingdom,15.0
123631,546909,22730,ALARM CLOCK BAKELIKE IVORY,1,3/17/2011 19:01,3.75,14056.0,United Kingdom,3.75
123632,546909,22191,IVORY DINER WALL CLOCK,1,3/17/2011 19:01,8.5,14056.0,United Kingdom,8.5
123637,546910,22728,ALARM CLOCK BAKELIKE PINK,2,3/17/2011 19:46,3.75,13969.0,United Kingdom,7.5
123638,546910,22727,ALARM CLOCK BAKELIKE RED ,2,3/17/2011 19:46,3.75,13969.0,United Kingdom,7.5
123639,546910,22729,ALARM CLOCK BAKELIKE ORANGE,2,3/17/2011 19:46,3.75,13969.0,United Kingdom,7.5
123640,546910,22726,ALARM CLOCK BAKELIKE GREEN,3,3/17/2011 19:46,3.75,13969.0,United Kingdom,11.25
123847,546917,22191,IVORY DINER WALL CLOCK,2,3/18/2011 9:17,8.5,14911.0,EIRE,17.0
123848,546917,22194,BLACK DINER WALL CLOCK,2,3/18/2011 9:17,8.5,14911.0,EIRE,17.0
123866,546917,23178,JAM CLOCK MAGNET,6,3/18/2011 9:17,2.89,14911.0,EIRE,17.34
123867,546917,23179,CLOCK MAGNET MUM'S KITCHEN,6,3/18/2011 9:17,2.89,14911.0,EIRE,17.34
123962,546927,22729,ALARM CLOCK BAKELIKE ORANGE,12,3/18/2011 10:15,3.75,16672.0,United Kingdom,45.0
123963,546927,22727,ALARM CLOCK BAKELIKE RED ,12,3/18/2011 10:15,3.75,16672.0,United Kingdom,45.0
123964,546927,22726,ALARM CLOCK BAKELIKE GREEN,12,3/18/2011 10:15,3.75,16672.0,United Kingdom,45.0
123965,546927,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,3/18/2011 10:15,3.75,16672.0,United Kingdom,45.0
124252,546972,22726,ALARM CLOCK BAKELIKE GREEN,2,3/18/2011 12:04,8.29,,United Kingdom,16.58
124253,546972,22727,ALARM CLOCK BAKELIKE RED ,1,3/18/2011 12:04,8.29,,United Kingdom,8.29
124254,546972,22729,ALARM CLOCK BAKELIKE ORANGE,1,3/18/2011 12:04,8.29,,United Kingdom,8.29
124319,546973,23179,CLOCK MAGNET MUM'S KITCHEN,1,3/18/2011 12:07,5.79,,United Kingdom,5.79
124734,546986,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,3/18/2011 12:56,8.25,14194.0,United Kingdom,16.5
124754,546988,22726,ALARM CLOCK BAKELIKE GREEN,4,3/18/2011 12:57,3.75,14194.0,United Kingdom,15.0
124755,546988,22727,ALARM CLOCK BAKELIKE RED ,4,3/18/2011 12:57,3.75,14194.0,United Kingdom,15.0
124756,546988,22192,BLUE DINER WALL CLOCK,2,3/18/2011 12:57,8.5,14194.0,United Kingdom,17.0
124998,547004,22194,BLACK DINER WALL CLOCK,2,3/18/2011 14:14,8.5,17419.0,United Kingdom,17.0
124999,547004,22193,RED DINER WALL CLOCK,2,3/18/2011 14:14,8.5,17419.0,United Kingdom,17.0
125144,547022,23181,BULL DOG BOTTLE TOP WALL CLOCK,1,3/18/2011 15:44,8.25,17961.0,United Kingdom,8.25
125155,547025,22730,ALARM CLOCK BAKELIKE IVORY,1,3/18/2011 16:50,3.75,,United Kingdom,3.75
125185,547028,22191,IVORY DINER WALL CLOCK,1,3/20/2011 10:13,8.5,13593.0,United Kingdom,8.5
125186,547028,22193,RED DINER WALL CLOCK,1,3/20/2011 10:13,8.5,13593.0,United Kingdom,8.5
125187,547028,22192,BLUE DINER WALL CLOCK,1,3/20/2011 10:13,8.5,13593.0,United Kingdom,8.5
125244,547034,22191,IVORY DINER WALL CLOCK,2,3/20/2011 10:30,8.5,18229.0,United Kingdom,17.0
125245,547034,22194,BLACK DINER WALL CLOCK,2,3/20/2011 10:30,8.5,18229.0,United Kingdom,17.0
125246,547034,22192,BLUE DINER WALL CLOCK,2,3/20/2011 10:30,8.5,18229.0,United Kingdom,17.0
125247,547034,22193,RED DINER WALL CLOCK,2,3/20/2011 10:30,8.5,18229.0,United Kingdom,17.0
125489,547042,22727,ALARM CLOCK BAKELIKE RED ,1,3/20/2011 11:00,7.46,,United Kingdom,7.46
125490,547042,22728,ALARM CLOCK BAKELIKE PINK,2,3/20/2011 11:00,7.46,,United Kingdom,14.92
125612,547051,22728,ALARM CLOCK BAKELIKE PINK,4,3/20/2011 12:06,3.75,12902.0,United Kingdom,15.0
125614,547051,22191,IVORY DINER WALL CLOCK,2,3/20/2011 12:06,8.5,12902.0,United Kingdom,17.0
125618,547051,22730,ALARM CLOCK BAKELIKE IVORY,4,3/20/2011 12:06,3.75,12902.0,United Kingdom,15.0
126014,547063,22193,RED DINER WALL CLOCK,1,3/20/2011 13:33,8.5,14769.0,United Kingdom,8.5
126015,547063,22727,ALARM CLOCK BAKELIKE RED ,1,3/20/2011 13:33,3.75,14769.0,United Kingdom,3.75
126016,547063,22726,ALARM CLOCK BAKELIKE GREEN,1,3/20/2011 13:33,3.75,14769.0,United Kingdom,3.75
126017,547063,22729,ALARM CLOCK BAKELIKE ORANGE,1,3/20/2011 13:33,3.75,14769.0,United Kingdom,3.75
126018,547063,22728,ALARM CLOCK BAKELIKE PINK,1,3/20/2011 13:33,3.75,14769.0,United Kingdom,3.75
126033,547063,22192,BLUE DINER WALL CLOCK,1,3/20/2011 13:33,8.5,14769.0,United Kingdom,8.5
126061,547063,23179,CLOCK MAGNET MUM'S KITCHEN,6,3/20/2011 13:33,2.89,14769.0,United Kingdom,17.34
126072,547063,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,3/20/2011 13:33,8.25,14769.0,United Kingdom,16.5
126127,547063,23180,MUM'S KITCHEN CLOCK,4,3/20/2011 13:33,4.95,14769.0,United Kingdom,19.8
126352,547072,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,3/20/2011 14:01,3.75,13592.0,United Kingdom,15.0
126386,547074,22726,ALARM CLOCK BAKELIKE GREEN,4,3/20/2011 14:35,3.75,13102.0,United Kingdom,15.0
126387,547074,22727,ALARM CLOCK BAKELIKE RED ,4,3/20/2011 14:35,3.75,13102.0,United Kingdom,15.0
126388,547074,22730,ALARM CLOCK BAKELIKE IVORY,4,3/20/2011 14:35,3.75,13102.0,United Kingdom,15.0
126412,547075,22726,ALARM CLOCK BAKELIKE GREEN,12,3/20/2011 14:35,3.75,15288.0,United Kingdom,45.0
126413,547075,22729,ALARM CLOCK BAKELIKE ORANGE,12,3/20/2011 14:35,3.75,15288.0,United Kingdom,45.0
126414,547075,22728,ALARM CLOCK BAKELIKE PINK,12,3/20/2011 14:35,3.75,15288.0,United Kingdom,45.0
126561,547085,23179,CLOCK MAGNET MUM'S KITCHEN,12,3/20/2011 15:41,2.89,12600.0,Germany,34.68
126570,547086,23180,MUM'S KITCHEN CLOCK,4,3/20/2011 15:46,4.95,12428.0,Finland,19.8
126884,547103,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,3/21/2011 10:54,8.25,15218.0,United Kingdom,16.5
127019,547122,22730,ALARM CLOCK BAKELIKE IVORY,4,3/21/2011 11:52,3.75,17678.0,United Kingdom,15.0
127024,547122,22726,ALARM CLOCK BAKELIKE GREEN,4,3/21/2011 11:52,3.75,17678.0,United Kingdom,15.0
127025,547122,22727,ALARM CLOCK BAKELIKE RED ,4,3/21/2011 11:52,3.75,17678.0,United Kingdom,15.0
127027,547134,23181,BULL DOG BOTTLE TOP WALL CLOCK,1,3/21/2011 11:57,8.25,15996.0,United Kingdom,8.25
127028,547134,23178,JAM CLOCK MAGNET,2,3/21/2011 11:57,2.89,15996.0,United Kingdom,5.78
127184,547200,84663A,GRASS HOPPER WOODEN WALL CLOCK ,1,3/21/2011 13:01,5.95,16036.0,United Kingdom,5.95
127199,547202,84659A,WHITE TRAVEL ALARM CLOCK,55,3/21/2011 13:38,2.1,17841.0,United Kingdom,115.5
127705,547246,22727,ALARM CLOCK BAKELIKE RED ,24,3/22/2011 8:54,3.75,16191.0,United Kingdom,90.0
